4.500000 0.693158 0.154035 0.732222
4.525000 0.693089 0.153169 0.732212
4.550000 0.693020 0.152312 0.732201
4.575000 0.692953 0.151465 0.732191
4.600000 0.692887 0.150628 0.732181
4.625000 0.692822 0.149799 0.732172
4.650000 0.692758 0.148980 0.732162
4.675000 0.692695 0.148170 0.732153
4.700000 0.692633 0.147369 0.732144
4.725000 0.692572 0.146576 0.732135
4.750000 0.692512 0.145792 0.732127
4.775000 0.692452 0.145016 0.732118
4.800000 0.692394 0.144249 0.732110
4.825000 0.692337 0.143489 0.732102
4.850000 0.692280 0.142738 0.732094
4.875000 0.692224 0.141995 0.732087
4.900000 0.692169 0.141259 0.732079
4.925000 0.692115 0.140531 0.732072
4.950000 0.692061 0.139810 0.732065
4.975000 0.692009 0.139097 0.732057
5.000000 0.691957 0.138391 0.732051
5.025000 0.691906 0.137693 0.732044
5.050000 0.691855 0.137001 0.732037
5.075000 0.691806 0.136316 0.732031
5.100000 0.691757 0.135639 0.732025
5.125000 0.691708 0.134968 0.732018
5.150000 0.691661 0.134303 0.732012
5.175000 0.691614 0.133645 0.732006
5.200000 0.691568 0.132994 0.732001
5.225000 0.691522 0.132349 0.731995
5.250000 0.691477 0.131710 0.731989
5.275000 0.691433 0.131077 0.731984
5.300000 0.691389 0.130451 0.731979
5.325000 0.691346 0.129830 0.731973
5.350000 0.691303 0.129216 0.731968
5.375000 0.691261 0.128607 0.731963
5.400000 0.691219 0.128004 0.731958
5.425000 0.691179 0.127406 0.731953
5.450000 0.691138 0.126814 0.731949
5.475000 0.691098 0.126228 0.731944
5.500000 0.691059 0.125647 0.731940
5.525000 0.691020 0.125072 0.731935
5.550000 0.690982 0.124501 0.731931
5.575000 0.690944 0.123936 0.731927
5.600000 0.690907 0.123376 0.731922
5.625000 0.690870 0.122821 0.731918
5.650000 0.690833 0.122271 0.731914
5.675000 0.690797 0.121726 0.731910
5.700000 0.690762 0.121186 0.731906
5.725000 0.690727 0.120651 0.731903
5.750000 0.690692 0.120120 0.731899
5.775000 0.690658 0.119594 0.731895
5.800000 0.690624 0.119073 0.731892
5.825000 0.690591 0.118556 0.731888
5.850000 0.690558 0.118044 0.731885
5.875000 0.690526 0.117536 0.731881
5.900000 0.690494 0.117033 0.731878
5.925000 0.690462 0.116534 0.731875
5.950000 0.690431 0.116039 0.731872
5.975000 0.690400 0.115548 0.731868
6.000000 0.690369 0.115062 0.731865
6.025000 0.690339 0.114579 0.731862
6.050000 0.690309 0.114101 0.731859
6.075000 0.690279 0.113626 0.731856
6.100000 0.690250 0.113156 0.731853
6.125000 0.690221 0.112689 0.731851
6.150000 0.690193 0.112227 0.731848
6.175000 0.690165 0.111768 0.731845
6.200000 0.690137 0.111312 0.731843
6.225000 0.690110 0.110861 0.731840
6.250000 0.690082 0.110413 0.731837
6.275000 0.690055 0.109969 0.731835
6.300000 0.690029 0.109528 0.731832
6.325000 0.690003 0.109091 0.731830
6.350000 0.689977 0.108658 0.731828
6.375000 0.689951 0.108228 0.731825
6.400000 0.689925 0.107801 0.731823
6.425000 0.689900 0.107377 0.731821
6.450000 0.689876 0.106957 0.731818
6.475000 0.689851 0.106541 0.731816
6.500000 0.689827 0.106127 0.731814
6.525000 0.689803 0.105717 0.731812
6.550000 0.689779 0.105310 0.731810
6.575000 0.689755 0.104906 0.731808
6.600000 0.689732 0.104505 0.731806
6.625000 0.689709 0.104107 0.731804
6.650000 0.689686 0.103712 0.731802
6.675000 0.689664 0.103320 0.731800
6.700000 0.689642 0.102932 0.731798
6.725000 0.689619 0.102546 0.731796
6.750000 0.689598 0.102163 0.731794
6.775000 0.689576 0.101782 0.731793
6.800000 0.689555 0.101405 0.731791
6.825000 0.689534 0.101031 0.731789
6.850000 0.689513 0.100659 0.731787
6.875000 0.689492 0.100290 0.731786
6.900000 0.689471 0.099923 0.731784
6.925000 0.689451 0.099560 0.731782
6.950000 0.689431 0.099199 0.731781
6.975000 0.689411 0.098840 0.731779
7.000000 0.689392 0.098485 0.731778
7.025000 0.689372 0.098131 0.731776
7.050000 0.689353 0.097781 0.731775
7.075000 0.689334 0.097432 0.731773
7.100000 0.689315 0.097087 0.731772
7.125000 0.689296 0.096743 0.731770
7.150000 0.689278 0.096402 0.731769
7.175000 0.689259 0.096064 0.731768
7.200000 0.689241 0.095728 0.731766
7.225000 0.689223 0.095394 0.731765
7.250000 0.689206 0.095063 0.731764
7.275000 0.689188 0.094734 0.731762
7.300000 0.689170 0.094407 0.731761
7.325000 0.689153 0.094082 0.731760
7.350000 0.689136 0.093760 0.731759
7.375000 0.689119 0.093440 0.731757
7.400000 0.689102 0.093122 0.731756
7.425000 0.689086 0.092806 0.731755
7.450000 0.689069 0.092493 0.731754
7.475000 0.689053 0.092181 0.731753
7.500000 0.689037 0.091872 0.731751
7.525000 0.689021 0.091564 0.731750
7.550000 0.689005 0.091259 0.731749
7.575000 0.688989 0.090956 0.731748
7.600000 0.688974 0.090654 0.731747
7.625000 0.688958 0.090355 0.731746
7.650000 0.688943 0.090058 0.731745
7.675000 0.688928 0.089763 0.731744
7.700000 0.688913 0.089469 0.731743
7.725000 0.688898 0.089178 0.731742
7.750000 0.688883 0.088888 0.731741
7.775000 0.688869 0.088600 0.731740
7.800000 0.688854 0.088315 0.731739
7.825000 0.688840 0.088031 0.731738
7.850000 0.688826 0.087748 0.731737
7.875000 0.688812 0.087468 0.731736
7.900000 0.688798 0.087190 0.731736
7.925000 0.688784 0.086913 0.731735
7.950000 0.688770 0.086638 0.731734
7.975000 0.688757 0.086364 0.731733
