  -0.2200E+01  -0.2200E+01  -0.2200E+01   0.8870E-01
  -0.2200E+01  -0.2200E+01  -0.1800E+01   0.8870E-01
  -0.2200E+01  -0.1800E+01  -0.2200E+01   0.8870E-01
  -0.2200E+01  -0.1800E+01  -0.1800E+01   0.8870E-01
  -0.1800E+01  -0.2200E+01  -0.2200E+01   0.8870E-01
  -0.1800E+01  -0.2200E+01  -0.1800E+01   0.8870E-01
  -0.1800E+01  -0.1800E+01  -0.2200E+01   0.8870E-01
  -0.1800E+01  -0.1800E+01  -0.1800E+01   0.8870E-01
  -0.2200E+01  -0.2200E+01  -0.1800E+01   0.1183E+00
  -0.2200E+01  -0.2200E+01  -0.1400E+01   0.1183E+00
  -0.2200E+01  -0.1800E+01  -0.1800E+01   0.1183E+00
  -0.2200E+01  -0.1800E+01  -0.1400E+01   0.1183E+00
  -0.1800E+01  -0.2200E+01  -0.1800E+01   0.1183E+00
  -0.1800E+01  -0.2200E+01  -0.1400E+01   0.1183E+00
  -0.1800E+01  -0.1800E+01  -0.1800E+01   0.1183E+00
  -0.1800E+01  -0.1800E+01  -0.1400E+01   0.1183E+00
  -0.2200E+01  -0.2200E+01  -0.1400E+01   0.1480E+00
  -0.2200E+01  -0.2200E+01  -0.1000E+01   0.1480E+00
  -0.2200E+01  -0.1800E+01  -0.1400E+01   0.1480E+00
  -0.2200E+01  -0.1800E+01  -0.1000E+01   0.1480E+00
  -0.1800E+01  -0.2200E+01  -0.1400E+01   0.1480E+00
  -0.1800E+01  -0.2200E+01  -0.1000E+01   0.1480E+00
  -0.1800E+01  -0.1800E+01  -0.1400E+01   0.1480E+00
  -0.1800E+01  -0.1800E+01  -0.1000E+01   0.1480E+00
  -0.2200E+01  -0.2200E+01  -0.1000E+01   0.1737E+00
  -0.2200E+01  -0.2200E+01  -0.6000E+00   0.1737E+00
  -0.2200E+01  -0.1800E+01  -0.1000E+01   0.1737E+00
  -0.2200E+01  -0.1800E+01  -0.6000E+00   0.1737E+00
  -0.1800E+01  -0.2200E+01  -0.1000E+01   0.1737E+00
  -0.1800E+01  -0.2200E+01  -0.6000E+00   0.1737E+00
  -0.1800E+01  -0.1800E+01  -0.1000E+01   0.1737E+00
  -0.1800E+01  -0.1800E+01  -0.6000E+00   0.1737E+00
  -0.2200E+01  -0.2200E+01  -0.6000E+00   0.1912E+00
  -0.2200E+01  -0.2200E+01  -0.2000E+00   0.1912E+00
  -0.2200E+01  -0.1800E+01  -0.6000E+00   0.1912E+00
  -0.2200E+01  -0.1800E+01  -0.2000E+00   0.1912E+00
  -0.1800E+01  -0.2200E+01  -0.6000E+00   0.1912E+00
  -0.1800E+01  -0.2200E+01  -0.2000E+00   0.1912E+00
  -0.1800E+01  -0.1800E+01  -0.6000E+00   0.1912E+00
  -0.1800E+01  -0.1800E+01  -0.2000E+00   0.1912E+00
  -0.2200E+01  -0.2200E+01  -0.2000E+00   0.1974E+00
  -0.2200E+01  -0.2200E+01   0.2000E+00   0.1974E+00
  -0.2200E+01  -0.1800E+01  -0.2000E+00   0.1974E+00
  -0.2200E+01  -0.1800E+01   0.2000E+00   0.1974E+00
  -0.1800E+01  -0.2200E+01  -0.2000E+00   0.1974E+00
  -0.1800E+01  -0.2200E+01   0.2000E+00   0.1974E+00
  -0.1800E+01  -0.1800E+01  -0.2000E+00   0.1974E+00
  -0.1800E+01  -0.1800E+01   0.2000E+00   0.1974E+00
  -0.2200E+01  -0.2200E+01   0.2000E+00   0.1912E+00
  -0.2200E+01  -0.2200E+01   0.6000E+00   0.1912E+00
  -0.2200E+01  -0.1800E+01   0.2000E+00   0.1912E+00
  -0.2200E+01  -0.1800E+01   0.6000E+00   0.1912E+00
  -0.1800E+01  -0.2200E+01   0.2000E+00   0.1912E+00
  -0.1800E+01  -0.2200E+01   0.6000E+00   0.1912E+00
  -0.1800E+01  -0.1800E+01   0.2000E+00   0.1912E+00
  -0.1800E+01  -0.1800E+01   0.6000E+00   0.1912E+00
  -0.2200E+01  -0.2200E+01   0.6000E+00   0.1737E+00
  -0.2200E+01  -0.2200E+01   0.1000E+01   0.1737E+00
  -0.2200E+01  -0.1800E+01   0.6000E+00   0.1737E+00
  -0.2200E+01  -0.1800E+01   0.1000E+01   0.1737E+00
  -0.1800E+01  -0.2200E+01   0.6000E+00   0.1737E+00
  -0.1800E+01  -0.2200E+01   0.1000E+01   0.1737E+00
  -0.1800E+01  -0.1800E+01   0.6000E+00   0.1737E+00
  -0.1800E+01  -0.1800E+01   0.1000E+01   0.1737E+00
  -0.2200E+01  -0.2200E+01   0.1000E+01   0.1480E+00
  -0.2200E+01  -0.2200E+01   0.1400E+01   0.1480E+00
  -0.2200E+01  -0.1800E+01   0.1000E+01   0.1480E+00
  -0.2200E+01  -0.1800E+01   0.1400E+01   0.1480E+00
  -0.1800E+01  -0.2200E+01   0.1000E+01   0.1480E+00
  -0.1800E+01  -0.2200E+01   0.1400E+01   0.1480E+00
  -0.1800E+01  -0.1800E+01   0.1000E+01   0.1480E+00
  -0.1800E+01  -0.1800E+01   0.1400E+01   0.1480E+00
  -0.2200E+01  -0.2200E+01   0.1400E+01   0.1183E+00
  -0.2200E+01  -0.2200E+01   0.1800E+01   0.1183E+00
  -0.2200E+01  -0.1800E+01   0.1400E+01   0.1183E+00
  -0.2200E+01  -0.1800E+01   0.1800E+01   0.1183E+00
  -0.1800E+01  -0.2200E+01   0.1400E+01   0.1183E+00
  -0.1800E+01  -0.2200E+01   0.1800E+01   0.1183E+00
  -0.1800E+01  -0.1800E+01   0.1400E+01   0.1183E+00
  -0.1800E+01  -0.1800E+01   0.1800E+01   0.1183E+00
  -0.2200E+01  -0.2200E+01   0.1800E+01   0.8870E-01
  -0.2200E+01  -0.2200E+01   0.2200E+01   0.8870E-01
  -0.2200E+01  -0.1800E+01   0.1800E+01   0.8870E-01
  -0.2200E+01  -0.1800E+01   0.2200E+01   0.8870E-01
  -0.1800E+01  -0.2200E+01   0.1800E+01   0.8870E-01
  -0.1800E+01  -0.2200E+01   0.2200E+01   0.8870E-01
  -0.1800E+01  -0.1800E+01   0.1800E+01   0.8870E-01
  -0.1800E+01  -0.1800E+01   0.2200E+01   0.8870E-01
  -0.2200E+01  -0.1800E+01  -0.2200E+01   0.1433E+00
  -0.2200E+01  -0.1800E+01  -0.1800E+01   0.1433E+00
  -0.2200E+01  -0.1400E+01  -0.2200E+01   0.1433E+00
  -0.2200E+01  -0.1400E+01  -0.1800E+01   0.1433E+00
  -0.1800E+01  -0.1800E+01  -0.2200E+01   0.1433E+00
  -0.1800E+01  -0.1800E+01  -0.1800E+01   0.1433E+00
  -0.1800E+01  -0.1400E+01  -0.2200E+01   0.1433E+00
  -0.1800E+01  -0.1400E+01  -0.1800E+01   0.1433E+00
  -0.2200E+01  -0.1800E+01  -0.1800E+01   0.1912E+00
  -0.2200E+01  -0.1800E+01  -0.1400E+01   0.1912E+00
  -0.2200E+01  -0.1400E+01  -0.1800E+01   0.1912E+00
  -0.2200E+01  -0.1400E+01  -0.1400E+01   0.1912E+00
  -0.1800E+01  -0.1800E+01  -0.1800E+01   0.1912E+00
  -0.1800E+01  -0.1800E+01  -0.1400E+01   0.1912E+00
  -0.1800E+01  -0.1400E+01  -0.1800E+01   0.1912E+00
  -0.1800E+01  -0.1400E+01  -0.1400E+01   0.1912E+00
  -0.2200E+01  -0.1800E+01  -0.1400E+01   0.2392E+00
  -0.2200E+01  -0.1800E+01  -0.1000E+01   0.2392E+00
  -0.2200E+01  -0.1400E+01  -0.1400E+01   0.2392E+00
  -0.2200E+01  -0.1400E+01  -0.1000E+01   0.2392E+00
  -0.1800E+01  -0.1800E+01  -0.1400E+01   0.2392E+00
  -0.1800E+01  -0.1800E+01  -0.1000E+01   0.2392E+00
  -0.1800E+01  -0.1400E+01  -0.1400E+01   0.2392E+00
  -0.1800E+01  -0.1400E+01  -0.1000E+01   0.2392E+00
  -0.2200E+01  -0.1800E+01  -0.1000E+01   0.2807E+00
  -0.2200E+01  -0.1800E+01  -0.6000E+00   0.2807E+00
  -0.2200E+01  -0.1400E+01  -0.1000E+01   0.2807E+00
  -0.2200E+01  -0.1400E+01  -0.6000E+00   0.2807E+00
  -0.1800E+01  -0.1800E+01  -0.1000E+01   0.2807E+00
  -0.1800E+01  -0.1800E+01  -0.6000E+00   0.2807E+00
  -0.1800E+01  -0.1400E+01  -0.1000E+01   0.2807E+00
  -0.1800E+01  -0.1400E+01  -0.6000E+00   0.2807E+00
  -0.2200E+01  -0.1800E+01  -0.6000E+00   0.3090E+00
  -0.2200E+01  -0.1800E+01  -0.2000E+00   0.3090E+00
  -0.2200E+01  -0.1400E+01  -0.6000E+00   0.3090E+00
  -0.2200E+01  -0.1400E+01  -0.2000E+00   0.3090E+00
  -0.1800E+01  -0.1800E+01  -0.6000E+00   0.3090E+00
  -0.1800E+01  -0.1800E+01  -0.2000E+00   0.3090E+00
  -0.1800E+01  -0.1400E+01  -0.6000E+00   0.3090E+00
  -0.1800E+01  -0.1400E+01  -0.2000E+00   0.3090E+00
  -0.2200E+01  -0.1800E+01  -0.2000E+00   0.3190E+00
  -0.2200E+01  -0.1800E+01   0.2000E+00   0.3190E+00
  -0.2200E+01  -0.1400E+01  -0.2000E+00   0.3190E+00
  -0.2200E+01  -0.1400E+01   0.2000E+00   0.3190E+00
  -0.1800E+01  -0.1800E+01  -0.2000E+00   0.3190E+00
  -0.1800E+01  -0.1800E+01   0.2000E+00   0.3190E+00
  -0.1800E+01  -0.1400E+01  -0.2000E+00   0.3190E+00
  -0.1800E+01  -0.1400E+01   0.2000E+00   0.3190E+00
  -0.2200E+01  -0.1800E+01   0.2000E+00   0.3090E+00
  -0.2200E+01  -0.1800E+01   0.6000E+00   0.3090E+00
  -0.2200E+01  -0.1400E+01   0.2000E+00   0.3090E+00
  -0.2200E+01  -0.1400E+01   0.6000E+00   0.3090E+00
  -0.1800E+01  -0.1800E+01   0.2000E+00   0.3090E+00
  -0.1800E+01  -0.1800E+01   0.6000E+00   0.3090E+00
  -0.1800E+01  -0.1400E+01   0.2000E+00   0.3090E+00
  -0.1800E+01  -0.1400E+01   0.6000E+00   0.3090E+00
  -0.2200E+01  -0.1800E+01   0.6000E+00   0.2807E+00
  -0.2200E+01  -0.1800E+01   0.1000E+01   0.2807E+00
  -0.2200E+01  -0.1400E+01   0.6000E+00   0.2807E+00
  -0.2200E+01  -0.1400E+01   0.1000E+01   0.2807E+00
  -0.1800E+01  -0.1800E+01   0.6000E+00   0.2807E+00
  -0.1800E+01  -0.1800E+01   0.1000E+01   0.2807E+00
  -0.1800E+01  -0.1400E+01   0.6000E+00   0.2807E+00
  -0.1800E+01  -0.1400E+01   0.1000E+01   0.2807E+00
  -0.2200E+01  -0.1800E+01   0.1000E+01   0.2392E+00
  -0.2200E+01  -0.1800E+01   0.1400E+01   0.2392E+00
  -0.2200E+01  -0.1400E+01   0.1000E+01   0.2392E+00
  -0.2200E+01  -0.1400E+01   0.1400E+01   0.2392E+00
  -0.1800E+01  -0.1800E+01   0.1000E+01   0.2392E+00
  -0.1800E+01  -0.1800E+01   0.1400E+01   0.2392E+00
  -0.1800E+01  -0.1400E+01   0.1000E+01   0.2392E+00
  -0.1800E+01  -0.1400E+01   0.1400E+01   0.2392E+00
  -0.2200E+01  -0.1800E+01   0.1400E+01   0.1912E+00
  -0.2200E+01  -0.1800E+01   0.1800E+01   0.1912E+00
  -0.2200E+01  -0.1400E+01   0.1400E+01   0.1912E+00
  -0.2200E+01  -0.1400E+01   0.1800E+01   0.1912E+00
  -0.1800E+01  -0.1800E+01   0.1400E+01   0.1912E+00
  -0.1800E+01  -0.1800E+01   0.1800E+01   0.1912E+00
  -0.1800E+01  -0.1400E+01   0.1400E+01   0.1912E+00
  -0.1800E+01  -0.1400E+01   0.1800E+01   0.1912E+00
  -0.2200E+01  -0.1800E+01   0.1800E+01   0.1433E+00
  -0.2200E+01  -0.1800E+01   0.2200E+01   0.1433E+00
  -0.2200E+01  -0.1400E+01   0.1800E+01   0.1433E+00
  -0.2200E+01  -0.1400E+01   0.2200E+01   0.1433E+00
  -0.1800E+01  -0.1800E+01   0.1800E+01   0.1433E+00
  -0.1800E+01  -0.1800E+01   0.2200E+01   0.1433E+00
  -0.1800E+01  -0.1400E+01   0.1800E+01   0.1433E+00
  -0.1800E+01  -0.1400E+01   0.2200E+01   0.1433E+00
  -0.2200E+01  -0.1400E+01  -0.2200E+01   0.2082E+00
  -0.2200E+01  -0.1400E+01  -0.1800E+01   0.2082E+00
  -0.2200E+01  -0.1000E+01  -0.2200E+01   0.2082E+00
  -0.2200E+01  -0.1000E+01  -0.1800E+01   0.2082E+00
  -0.1800E+01  -0.1400E+01  -0.2200E+01   0.2082E+00
  -0.1800E+01  -0.1400E+01  -0.1800E+01   0.2082E+00
  -0.1800E+01  -0.1000E+01  -0.2200E+01   0.2082E+00
  -0.1800E+01  -0.1000E+01  -0.1800E+01   0.2082E+00
  -0.2200E+01  -0.1400E+01  -0.1800E+01   0.2777E+00
  -0.2200E+01  -0.1400E+01  -0.1400E+01   0.2777E+00
  -0.2200E+01  -0.1000E+01  -0.1800E+01   0.2777E+00
  -0.2200E+01  -0.1000E+01  -0.1400E+01   0.2777E+00
  -0.1800E+01  -0.1400E+01  -0.1800E+01   0.2777E+00
  -0.1800E+01  -0.1400E+01  -0.1400E+01   0.2777E+00
  -0.1800E+01  -0.1000E+01  -0.1800E+01   0.2777E+00
  -0.1800E+01  -0.1000E+01  -0.1400E+01   0.2777E+00
  -0.2200E+01  -0.1400E+01  -0.1400E+01   0.3474E+00
  -0.2200E+01  -0.1400E+01  -0.1000E+01   0.3474E+00
  -0.2200E+01  -0.1000E+01  -0.1400E+01   0.3474E+00
  -0.2200E+01  -0.1000E+01  -0.1000E+01   0.3474E+00
  -0.1800E+01  -0.1400E+01  -0.1400E+01   0.3474E+00
  -0.1800E+01  -0.1400E+01  -0.1000E+01   0.3474E+00
  -0.1800E+01  -0.1000E+01  -0.1400E+01   0.3474E+00
  -0.1800E+01  -0.1000E+01  -0.1000E+01   0.3474E+00
  -0.2200E+01  -0.1400E+01  -0.1000E+01   0.4077E+00
  -0.2200E+01  -0.1400E+01  -0.6000E+00   0.4077E+00
  -0.2200E+01  -0.1000E+01  -0.1000E+01   0.4077E+00
  -0.2200E+01  -0.1000E+01  -0.6000E+00   0.4077E+00
